PT,Author,Title,Publication,Year,Abstract,Citation Count,Sn,Id
J,"Nejad, Mohammad G.; Amini, Mehdi; Sherrell, Daniel L.",The profit impact of revenue heterogeneity and assortativity in the presence of negative word-of-mouth,INTERNATIONAL JOURNAL OF RESEARCH IN MARKETING,2016,"This study explores the adverse effects of customer disappointment after adoption accompanied by spreading negative word-of-mouth on firm profits. The study examines the effects of heterogeneity and assortativity of customer revenue on the profit impact of negative word-of-mouth that is initiated by three groups of consumers-revenue leaders, social hubs, and experts. The authors explore these effects using an agent-based simulation modeling approach and an in-depth computational experiment with empirical input data regarding social connectivity from 10 consumer social networks. The results indicate that negative word-of-mouth is more damaging in markets where there is a higher degree of heterogeneity. Moreover, assortativity may significantly affect the profit impact of disappointments, but this effect depends on the initial percentage of disappointed adopters. The study also finds an interaction between heterogeneity and assortativity, such that the effect of heterogeneity increases as assortativity increases up to a moderate level of assortativity, then the effect of heterogeneity on profits remains relatively constant. The implications from these results suggest that marketing managers should consider the heterogeneity and assortativity characteristics of their customer revenue streams to (a) better manage the adverse profit impacts of customer disappointments and negative word-of-mouth; (b) design more effective customer loyalty programs; and (c) more efficiently manage their customer equity portfolios. (C) 2015 Elsevier B.V. All rights reserved.",5,0167-8116,WOS:000384862800014
J,"Sosa, Sebastian","The Influence of Gender, Age, Matriline and Hierarchical Rank on Individual Social Position, Role and Interactional Patterns in Macaca sylvanus at 'La Foret des Singes': A Multilevel Social Network Approach",FRONTIERS IN PSYCHOLOGY,2016,"A society is a complex system composed of individuals that can be characterized by their own attributes that influence their behaviors. In this study, a specific analytical protocol based on social network analysis was adopted to investigate the influence of four attributes (gender, age, matriline, and hierarchical rank) on affiliative (allogrooming) and agonistic networks in a non-human primate species, Macaca sylvanus, at the park La Foret des Singes in France. The results show significant differences with respect to the position (i.e., centric, peripheral) and role (i.e., implication in the network cohesiveness) of an individual within a social network and hence interactional patterns. Females are more central, more active, and have a denser ego network in the affiliative social network tan males; thus, they contribute in a greater way to the cohesive structure of the network. High-ranking individuals are likely to receive fewer agonistic behaviors than low-ranking individuals, and high-ranking females receive more allogrooming. I also observe homophily for affiliative interactions regarding all attributes and homophily for agonistic interactions regarding gender and age. Revealing the positions, the roles, and the interactional behavioral patterns of individuals can help understand the mechanisms that shape the overall structure of a social network.",5,1664-1078,WOS:000374273900001
J,"Hoffman, Christian Pieter; Lutz, Christoph; Meckel, Miriam; Ranzini, Giulia",Diversity by Choice: Applying a Social Cognitive Perspective to the Role of Public Service Media in the Digital Age,INTERNATIONAL JOURNAL OF COMMUNICATION,2015,"Hopes for a new abundance of diverse media content have long been tied to the rise of the Internet. Ensuring diversity remains a fundamental objective of media policy. However, media policy is still largely focused on public service media. In this article, we introduce a new theoretical perspective to inform media policy, focusing on the concept of diversity experience and users' motivation, awareness, and ability to seek diverse content in a transforming media environment. We argue that our understanding of and regulatory approaches to media pluralism must be adapted to technological advances. Based on social cognitive theory, we propose an extension of the diversity debate by considering user cognition. We analyze challenges to users' diversity experiences on a motivational, perceptual, and capability level. Given the (over) abundance of content available online, users must be willing and able to seek out diverse and serendipitous information. We derive a user-centric approach to media pluralism and diversity. Based on this framework, we outline criteria for changing the role of public service media in the digital age to focus on empowering users to actually experience media diversity.",5,1932-8036,WOS:000361977300046
J,"Ossenkop, Carolin; Vinkenburg, Claartje J.; Jansen, Paul G. W.; Ghorashi, Halleh",Ethnic diversity and social capital in upward mobility systems Problematizing the permeability of intra-organizational career boundaries,CAREER DEVELOPMENT INTERNATIONAL,2015,"Purpose - The purpose of this paper is to contribute to a better understanding of the complex relationship between ethnic diversity, social capital, and objective career success in upward mobility systems over time. The authors conceptualize the underlying process of why intra-organizational career boundaries are more permeable for dominant ethnics compared to minority ethnics.Design/methodology/approach - The authors conceptually explore and model this relationship by elaborating on three mechanisms of social capital return deficit proposed by Lin (2000), building the argument based on four underlying principles (stereotype fit, status construction, homophily, and reciprocity).Findings - Based on a proposed reciprocal relationship between social capital and objective career success, the authors suggest the development of an upward career spiral over time, which is continuously affected by ethnic group membership. Consequently, the authors argue that dominant ethnics do not only advance to a higher level of objective career success, but that they also advance exponentially faster than minority ethnics.Research limitations/implications - The conceptualization provokes the question to what extent the permeability of intra-organizational boundaries constrains careers of some, while enabling careers of others.Originality/value - The contribution lies in the exploration of the relationship between social capital and objective career success over time, of the permeability of intra-organizational career boundaries, and how both are affected by ethnic group membership.",5,1362-0436,WOS:000366481700006
J,"Dykstra, Piter; Elsenbroich, Corinna; Jager, Wander; de Lavalette, Gerard Renardel; Verbrugge, Rineke","Put Your Money Where Your Mouth Is: DIAL, A Dialogical Model for Opinion Dynamics",JASSS-THE JOURNAL OF ARTIFICIAL SOCIETIES AND SOCIAL SIMULATION,2013,"We present DIAL, a model of group dynamics and opinion dynamics. It features dialogues, in which agents gamble about reputation points. Intra-group radicalisation of opinions appears to be an emergent phenomenon. We position this model within the theoretical literature on opinion dynamics and social influence. Moreover, we investigate the effect of argumentation on group structure by simulation experiments. We compare runs of the model with varying influence of the outcome of debates on the reputation of the agents.",5,1460-7425,WOS:000324544700004
J,"Perry, Samuel L.","Social Capital, Race, and Personal Fundraising in Evangelical Outreach Ministries",JOURNAL FOR THE SCIENTIFIC STUDY OF RELIGION,2013,"This study examines the relationship between social capital inequality, race, and personal fundraising within evangelical outreach ministries (EOMs). Drawing on quantitative and qualitative data that assess the personal fundraising experiences and outcomes of a large sample of EOM workers (N = 715), I demonstrate that the fundraising challenges and deficits faced by EOM workers are best understood as deficits in the social capital of these individual workers. Multivariate analyses affirm that social capital deficits (that is, having smaller social networks and networks with fewer resources) negatively affect the fundraising experiences and outcomes of EOM workers, especially for racial minorities. Findings also evidence a strong correlation between the paucity of minority EOM workers' social capital and the extent to which they must seek bridging social capital from white individuals and churches. This study concludes with implications for the financing of American evangelical parachurch organizations, the sustained racial and socioeconomic homogeneity of EOMs, and theories of social capital exchanges within interracial religious organizations.",5,0021-8294,WOS:000315644400011
J,"Russell, Cristel Antonia; Schau, Hope Jensen; Crockett, David","Cultural Diversity in Television Narratives: Homophilization, Appropriation, and Implications for Media Advocacy",JOURNAL OF PUBLIC POLICY & MARKETING,2013,"This research explores the role of cultural diversity in the construction of consumer identity, and in particular, how cultural diversity is appropriated through television viewing. Data based on depth interviews and surveys of young adults who created brand collages centered on a television-based character reveal that viewers identify and engage with television narratives through a process of ""homophilization""; that is, they actively envision various features of television narratives as similar to themselves and their own lived experiences. The data also show that homophilizing processes are enacted primarily by customizing the narrative, or textual poaching, in which the consumers insert themselves and their experiences into the narrative, and that consumption choices serve as primary mechanisms for poaching. Because media narratives are important in the formation and maintenance of consumer identity, the authors strongly recommend vigilance in the production and dissemination of socially conscious narratives that allow prosocial and realistic characters with whom consumers can actively engage.",5,0743-9156,WOS:000319710300014
J,"Zimdars, Anna K.",The Competition for Pupillages at the Bar of England and Wales (2000-2004),JOURNAL OF LAW AND SOCIETY,2011,"Fair entry into the legal profession promotes legal legitimacy and the inclusiveness of the administration of justice. This article asks which individual factors predict success in the competition for entry to the Bar of England and Wales. Using data from 2,178 British aspiring barristers, it finds that university attended and attainment at university and in the BVC were the strongest predictors of gaining pupillage. Ethnic minorities were initially disadvantaged in the competition for pupillages, but this became statistically insignificant when taking into account attainment and type of university. However, those aged 30 and above were still disadvantaged in securing pupillages when controlling for attainment and university. The article highlights the challenges of fair selection into a graduate-entry legal profession. Entry is reliant on the profile of graduates emerging from the prior education system where ascribed characteristics such as ethnicity, attainment, and university type influence opportunities.",5,0263-323X,WOS:000297509400005
J,"Jones, Martin H.; Estell, David B.","When Elementary Students Change Peer Groups Intragroup Centrality, Intergroup Centrality, and Self-Perceptions of Popularity",MERRILL-PALMER QUARTERLY-JOURNAL OF DEVELOPMENTAL PSYCHOLOGY,2010,"The current study follows two cohorts of fourth and fifth graders across 1 school year to better understand why some students change peer groups. The study focuses on popularity and intragroup social status. We examined whether differences between individuals' and group members' self-perceptions of popularity were related to changing peer groups. In addition, we investigated whether more peripheral group members were likely to leave their peer group. Results suggest that not only are peripheral group members and group members with dissimilar self-perceptions of popularity more likely to change groups, but they have more similar self-perceptions of popularity in their new groups. By employing a novel method of measuring within-group homophily, the current study expands the sparse literature on why individuals might change group membership.",5,0272-930X,WOS:000279335500004
B,"Mehra, Ajay; Marineau, Josh; Lopes, Alexander B.; Dass, Ted K.",THE COEVOLUTION OF FRIENDSHIP AND LEADERSHIP NETWORKS IN SMALL GROUPS,PREDATOR'S GAME-CHANGING DESIGNS: RESEARCH-BASED TOOLS,2009,"This study examines the dynamic interplay of friendship and leadership networks. We collected whole-network panel data-at 2 intervals, 4 months apart-from all 25 members of a small group of elite students at a large Midwestern university. Using the software program SIENA, we analyzed network dynamics using a stochastic actor-based approach that modeled network change as a Markov process evolving in continuous time. We found statistically significant differences in the structure and dynamics of friendship and leadership networks at the dyadic, triadic, and network level of analyses. Our findings offer new theoretical insights into how friendship and leadership relations coevolve in an interdependent work group.",5,,WOS:000270228800007
J,"Weiss, K; Gaud, R",Formation and transformation of relational networks during an Antarctic winter-over,JOURNAL OF APPLIED SOCIAL PSYCHOLOGY,2004,"In order to identify the effects of situational constraints on social behavior in a small isolated group, a systematic daily observation was conducted during a winter-over mission in a French research station in the Antarctic. This observation corresponded to participants' seating arrangements during meals and was supplemented by analysis of the physician's diary. We hypothesized that social stability would be an indicator of adaptation in this context. Both analyses highlighted the importance of the social relationships, even if they were not described in the diary as positive. The results underline the need for a relational balance, linked to stable but not exclusive social relations. Some indicators emphasized the end of the isolation period as one critical moment (actually I month before the end), with an expression of homesickness and greater negativity in the diary's descriptions of social relationships.",5,0021-9029,WOS:000225280300002
J,"WOLF, C","RELIGIOUS SOCIALIZATION, DENOMINATIONAL MILIEUS, AND GENERATIONS",ZEITSCHRIFT FUR SOZIOLOGIE,1995,"The decay of denominational milieus and the decreasing success of religious socialization are processes often observed. This article first analyzes the relationship between the religiosity of parents and their children in two successive generations. In a second step religious homophily of non-kin ties between individuals who belong either to the pre-war or the post-war generation are compared. In accordance with secularization theory a declining proportion of religious individuals can be observed. At the same time the data show an intensification of religious socialization within the family and a growing tendency toward religiously homogenous ties. Thus, the empirical results suggest an intergenerational increase in religious homophily both in kin and non-kin relationships.",5,0340-1804,WOS:A1995TA89000002
J,"COENENHUTHER, J",ENCOUNTER BETWEEN ETHNOLOGY AND SOCIOLOGY - THE CASE OF JOKING RELATIONSHIPS,INTERNATIONAL SOCIOLOGY,1987,,5,0268-5809,WOS:A1987L637300003
J,"Gremmen, Mariola C.; Berger, Christian; Ryan, Allison M.; Steglich, Christian E. G.; Veenstra, Rene; Dijkstra, Jan K.","Adolescents' Friendships, Academic Achievement, and Risk Behaviors: Same-Behavior and Cross-Behavior Selection and Influence Processes",CHILD DEVELOPMENT,2019,"This study examined to what extent adolescents' and their friends' risk behaviors (i.e., delinquency and alcohol use) hinder or promote their academic achievement (grade point average [GPA]), and vice versa. Longitudinal data were used (N = 1,219 seventh- to ninth-grade adolescents; M-age = 13.69). Results showed that risk behaviors negatively affected adolescents' GPA, whereas GPA protected against engaging in risk behaviors. Moreover, adolescents tended to select friends who have similar behaviors and friends' behaviors became more similar over time (same-behavior selection and influence). Furthermore, although same-behavior effects seemed to dominate, evidence was found for some cross-behavior selection effects and a tendency in seventh grade for cross-behavior influence effects. Concluding, it is important to investigate the interplay between different behaviors with longitudinal social network analysis.",4,0009-3920,WOS:000460664900002
J,"Lippenyi, Zoltan; van Leeuwen, Marco H. D.; Maas, Ineke; Ori, Peter","Social status homogamy in a religiously diverse society. Modernization, religious diversity, and status homogamy in Hungary between 1870-1950",HISTORY OF THE FAMILY,2019,"This study investigates the historical patterns and determinants of marrying someone from the same social status background in Hungary from the second half of the nineteenth century to the first half of the twentieth century. We focus on the classic question of how modernization influences homogamy, but we also address a problem studied less frequently: How does religious diversity in society relate to status homogamy? Utilizing data from a large sample of church marriage registers for present-day Hungary, we find a steady decline in the association between a bridegroom's parental social status and his bride's social background, and an initial increase and subsequent decline in the association between a bridegroom's own status and a bride's status of origin. More industrial social contexts are characterized by less parental status homogamy; however, greater educational opportunity is associated with more homogamy by bridegroom's own status. We find a decline in same-status preferences over time and in more industrialized contexts in early modernizing Hungary, but also a short period of increasing meritocracy in marriage partner selection, which is likely to have been related to educational expansion. We find, too, lower social status homogamy in smaller religious groups, suggesting the importance of locally and historically variable opportunity structures in marital choices.",4,1081-602X,WOS:000462901600002
J,"Lioutas, Evagelos D.; Charatsari, Chrysanthi",Green Innovativeness in Farm Enterprises: What Makes Farmers Think Green?,SUSTAINABLE DEVELOPMENT,2018,"This work is based on the conjecture that multiple motivational pathways might lead to the adoption of green innovations. A sequence of two studies was designed to identify motives driving farmers to adopt green innovations. Study 1 aimed at the development of a scale assessing potential adoption motives. Study 2 - using this measure - examined which of these motives predict farmers' adoption behavior. Study 1 uncovered five factors that affect adoption decision: adaptation to the social process of innovation diffusion, environmental concern, convenience, economic incentives and the internal need to pursue change. Study 2 showed that perception of the convenience of an innovation is a significant antecedent of farmers' green innovativeness. Economic drivers, farmers' environmental concern and their need to pursue novelty are also positively associated with aspects of green innovativeness. Our results underscore the multidimensional nature of green innovativeness and generate challenging directions for future research in the field of sustainable development. Copyright (c) 2017 John Wiley & Sons, Ltd and ERP Environment",4,0968-0802,WOS:000440563800002
J,"Leo, Yannick; Karsai, Marton; Sarraute, Carlos; Fleury, Eric",Correlations and dynamics of consumption patterns in social-economic networks,SOCIAL NETWORK ANALYSIS AND MINING,2018,"We analyse a coupled dataset collecting the mobile phone communications and bank transactions history of a large number of individuals living in a Latin American country. After mapping the social structure and introducing indicators of socioeconomic status, demographic features, and purchasing habits of individuals, we show that typical consumption patterns are strongly correlated with identified socioeconomic classes leading to patterns of stratification in the social structure. In addition, we measure correlations between merchant categories and introduce a correlation network, which emerges with a meaningful community structure. We detect multivariate relations between merchant categories and show correlations in purchasing habits of individuals. Finally, by analysing individual consumption histories, we detect dynamical patterns in purchase behaviour and their correlations with the socioeconomic status, demographic characters and the egocentric social network of individuals. Our work provides novel and detailed insight into the relations between social and consuming behaviour with potential applications in resource allocation, marketing, and recommendation system design.",4,1869-5450,WOS:000423736500001
J,"Brown, Sean F.",Mechanisms of social capital creation and consumption in a youth baseball league,SPORT IN SOCIETY,2018,"In this paper, I explore social capital creation within a youth baseball league in the American Southwest. Within, I first propose a parent typology that centres on the level of parental social and pragmatic involvement with their child's team. Second, I examine that the specific facets of league structure facilitate relationship building among parents and volunteers within the league, including team creation, practices and games, all-star participation, volunteering, and player relationships, all of which play both a facilitating and constraining role in the types of relationships parents were prone to forming, and the social capital benefits that were likely to accrue within.",4,1743-0437,WOS:000444572300002
J,"Wax, Amy; DeChurch, Leslie A.; Contractor, Noshir S.",Self-Organizing Into Winning Teams: Understanding the Mechanisms That Drive Successful Collaborations,SMALL GROUP RESEARCH,2017,"Contemporary teams are self-assembling with increasing frequency, meaning the component members are choosing to join forces with some degree of agency rather than being assigned to work with one another. However, the majority of the teams literature up until this point has focused on randomly assigned or staffed teams. Thus, the purpose of the current study was to investigate how people do form into teams and how people should form into teams. Specifically, we utilized a sample of digital traces from a massively multiplayer online role-playing game (N = 1,568) to evaluate the bases for and performance implications of team self-assembly. The results indicated that self-assembled teams form via three mechanisms: homophily, familiarity, and proximity. Moreover, results of the trace data analyses indicated that successful and unsuccessful teams were homogeneous in terms of different characteristics, and successful teams formed based on friendship more often than unsuccessful teams did.",4,1046-4964,WOS:000416177500002
J,"Brashears, Matthew E.; Genkin, Michael; Suh, Chan S.",In the Organization's Shadow: How Individual Behavior Is Shaped by Organizational Leakage,AMERICAN JOURNAL OF SOCIOLOGY,2017,"Individuals who join an organization often adopt its characteristic behaviors, but does the same effect extend to nearby nonmembers, and is this process impeded or enhanced by the competition between organizations? This article argues that organizations influence the behavior of both members and proximate nonmembers in a process we term organizational leakage and that competition between organizations moderates the impact of any one of them on individual behavior. This article finds, using the Add Health data, that an individual's location in an organizational ecology is an important predictor of his or her behavior, even while controlling for other factors, including membership.",4,0002-9602,WOS:000417184200004
J,"Shi, Juan; Lai, Kin Keung; Hu, Ping; Chen, Gang",Understanding and predicting individual retweeting behavior: Receiver perspectives,APPLIED SOFT COMPUTING,2017,"Individual retweeting behavior plays a fundamental role in information propagation on social media. While researchers have demonstrated the benefits of individual retweeting behavior to online retailers, a largely uninvestigated issue is the mechanism of individual retweeting behavior. Drawing on the social communication theory, we develop an integrated conceptual framework to investigate this issue. An analysis of a panel dataset, which consists of 440 valid users from Twitter.com across six years, indicates that all the major components of a social communication process have significant impacts on individual retweeting decision: (1) information source (e.g., source trustworthiness), (2) information richness of the stimuli (3) information receiver's topical preference, (4) relationship between the source and the receiver (e.g., social tie strength), and (5) contextual factors (e.g., bandwagon effect). Among them, social tie strength and topical relevance with the receiver are the most important factors, followed by information richness of the stimuli and bandwagon effect. However, information source-related factors have trivial impacts on individual retweeting decision. We reevaluate the ranking using multiple feature selection methods and confirm the ranking result. Prediction performance is carried out between the salient features and the full feature set. Finally, we discuss important implications for practice and future research directions. (C) 2017 Elsevier B.V. All rights reserved.",4,1568-4946,WOS:000414072200063
J,"Shin, Soo Yun; Van Der Heide, Brandon; Beyea, David; Dai, Yue (Nancy); Prchal, Benjamin","Investigating moderating roles of goals, reviewer similarity, and self-disclosure on the effect of argument quality of online consumer reviews on attitude formation",COMPUTERS IN HUMAN BEHAVIOR,2017,"An online experiment (N = 357) examined how goals, reviewer similarity, and amount of self-disclosure interacted with review quality in the formation of an attitude about a product, and intended purchase of the product. Participants were given different goals (looking for experience attributes vs. search attributes) and shown reviews for a hotel before answering a questionnaire, to determine attitudes toward a target hotel. High quality reviews resulted in more favorable attitudes towards the hotel, which increased the purchase intention. A significant interaction emerged between reviewer similarity and review quality, suggesting that better quality reviews were expected from in-group members, than out-group members.(C) 2017 Elsevier Ltd. All rights reserved.",4,0747-5632,WOS:000412251400024
J,"Aragon, Pablo; Gomez, Vicenc; Garcia, David; Kaltenbrunner, Andreas",Generative models of online discussion threads: state of the art and research challenges,JOURNAL OF INTERNET SERVICES AND APPLICATIONS,2017,"Online discussion in form of written comments is a core component of many social media platforms. It has attracted increasing attention from academia, mainly because theories from social sciences can be explored at an unprecedented scale. This interest has led to the development of statistical models which are able to characterize the dynamics of threaded online conversations.In this paper, we review research on statistical modeling of online discussions, in particular, we describe current generative models of the structure and growth of discussion threads. These are parametrized network formation models that are able to generate synthetic discussion threads that reproduce certain features of the real discussions present in different online platforms. We aim to provide a clear overview of the state of the art and to motivate future work in this relevant research field.",4,1867-4828,WOS:000413276100001
J,"Watanabe, Megumi; Olson, Kristen; Falci, Christina","Social isolation, survey nonresponse, and nonresponse bias: An empirical evaluation using social network data within an organization",SOCIAL SCIENCE RESEARCH,2017,"Survey researchers have long hypothesized that social isolation negatively affects the probability of survey participation and biases survey estimates. Previous research, however, has relied on proxy measures of isolation, such as being a marginalized group member within a population. We re-examine the relationship between social isolation and survey participation using direct measures of social isolation derived from social network data; specifically, instrumental research and expressive friendship connections among faculty within academic departments. Using a reconceptualization of social isolation, we find that social network isolation is negatively associated with unit response. Among women (a numerical minority group within the organization), we further find that social group isolation (i.e., lacking instrumental network connections to men, the majority group in the organization) is negatively associated with survey participation. Finally, we show that some survey estimates are systematically biased due to nonparticipation from socially isolated people. (C) 2016 Elsevier Inc. All rights reserved.",4,0049-089X,WOS:000394726500023
J,"Bahulkar, Ashwin; Szymanski, Boleslaw K.; Chawla, Nitesh; Lizardo, Omar; Chan, Kevin",Influence of Personal Preferences on Link Dynamics in Social Networks,COMPLEXITY,2017,"We study a unique network dataset including periodic surveys and electronic logs of dyadic contacts via smartphones. The participants were a sample of freshmen entering university in the Fall 2011. Their opinions on a variety of political and social issues and lists of activities on campus were regularly recorded at the beginning and end of each semester for the first three years of study. We identify a behavioral network defined by call and text data, and a cognitive network based on friendship nominations in ego-network surveys. Both networks are limited to study participants. Since a wide range of attributes on each node were collected in self-reports, we refer to these networks as attribute-rich networks. We study whether student preferences for certain attributes of friends can predict formation and dissolution of edges in both networks. We introduce amethod for computing student preferences for different attributes which we use to predict link formation and dissolution. We then rank these attributes according to their importance for making predictions. We find that personal preferences, in particular political views, and preferences for common activities help predict link formation and dissolution in both the behavioral and cognitive networks.",4,1076-2787,WOS:000411056600001
J,"Stadtfeld, Christoph; Pentland, Alex (Sandy)",Partnership Ties Shape Friendship Networks: A Dynamic Social Network Study,SOCIAL FORCES,2015,"Partnership ties shape friendship networks through different social forces. First, partnership ties drive clustering in friendship networks: individuals who are in a partnership tend to have common friends and befriend other couples. Second, partnership ties influence the level of homophily in these emerging friendship clusters. Partners tend to be similar in a number of attributes (homogamy). If one partner selects friends based on preferences for homophily, then the other partner may befriend the same person regardless of whether they also have homophilic preferences. Thus, two homophilic ties emerge based on a single partner's preferences. This amplification of homophily can be observed in many attributes (e.g., ethnicity, religion, age). Gender homophily, however, may be de-amplified, as the gender of partners differs in heterosexual partnerships. In our study, we follow dynamic friendship formation among 126 individuals and their cohabiting partners in a university-related graduate housing community over a period of nine months (N = 2,250 self-reported friendship relations). We find that partnership ties strongly shape the dynamic process of friendship formation. They are a main driver of local network clustering and explain a striking amount of homophily.",4,0037-7732,WOS:000368440900047
J,"Parsons, Bryan M.",The Social Identity Politics of Peer Networks,AMERICAN POLITICS RESEARCH,2015,"Building on recent studies of social pressure and group conformity in peer groups, I apply a social identity framework from social psychology to the study of political networks. Using the American National Election Studies (ANES) 2008-2009 Panel Study, I test several hypotheses regarding the relationship between peer networks, the salience of partisan identity, and the consequences for intergroup attitudinal and affective polarization. The findings suggest that peer network homogeneity produces the strongest association with more salient partisan identities across several network characteristics, including cohesiveness, sophistication, and density. Both the salience of partisan identities and network homogeneity are also linked to significant intergroup polarization, that is, differences in in-group and out-group partisan affect. The current research contributes to the existing literature on political networks by highlighting the role of social identities and providing a theoretical framework worth considering for future research.",4,1532-673X,WOS:000356394700006
J,"Sterling, Adina D.",Preentry Contacts and the Generation of Nascent Networks in Organizations,ORGANIZATION SCIENCE,2015,"This paper investigates the impact of individuals' social ties at organizational entry on the formation of intraorganizational networks. When individuals enter organizations with one or more preentry relationships in place, I argue they form more extensive networks post entry than their untied counterparts. However, it is also suggested that under some conditions-i.e., when quality is more certain-the relationship between pre- and postentry social structure is contingent on individuals' quality attributes. I test and find support for these hypotheses in a study of new business and law professionals. The results indicate that individuals with an initial advantage in social ties form more extensive networks post entry than those without such an advantage, and that when certainty about quality is high, this effect depends on the quality attributes of the new entrants. Implications of this study for research on social networks, resource accumulation, and inequality are discussed.",4,1047-7039,WOS:000355568900002
J,"Nahon, Karine; Hemsley, Jeff",Homophily in the Guise of Cross-Linking: Political Blogs and Content,AMERICAN BEHAVIORAL SCIENTIST,2014,"This study examines the behavior of influential political blogs (conservative and liberal) in reference to external viral content during March 2007 and June 2009. We analyze homophily and cross-ideological (heterophily) practices. We propose a multidimensional model that employs both qualitative and quantitative methods for examining homophily behaviors by looking at three dimensions: blog-to-blog, blog-tovideo, blog post-to-video. Findings show that while homophily patterns prevail, some limited occurrences of cross-ideological practices exist. The cross-linking practices may include deliberative motives, but in essence they are not created for the purposes of discourse. Instead, these cross-linking practices strengthen previously held political stances of the users who create them and negatively portray and reframe content of alternative views. This represents homophily in the guise of cross-linking.",4,0002-7642,WOS:000341436600004
S,"Lizardo, Omar; Pirkey, Melissa Fletcher",HOW ORGANIZATIONAL THEORY CAN HELP NETWORK THEORIZING: LINKING STRUCTURE AND DYNAMICS VIA CROSS-LEVEL ANALOGIES,CONTEMPORARY PERSPECTIVES ON ORGANIZATIONAL SOCIAL NETWORKS,2014,"Traditionally, organizational theory has been a receptacle of methods and mechanisms from network theory. In this paper, we argue that organizational theory can also be an active contributor to network theory's conceptual development. To that end, we make explicit a theoretical strategy that has only been used informally by network theorists so far, which - following Vaughan (2002) - we refer to as analogical theorizing. Using the basic correspondence between dyadic relationships as the most minimal form of ""organization,"" we show that processes and mechanisms extracted from various theoretical strands of organizational theory can be mapped onto the dynamics of social relationships. This allows us to build novel theoretical insight as it pertains to issue of relationship emergence, maintenance, and decay in social networks.",4,0733-558X,WOS:000358165400002
J,"Logan, Laura S.","Status Homophily, Sexual Identity, and Lesbian Social Ties",JOURNAL OF HOMOSEXUALITY,2013,"The literature on friendship and social networks finds that individuals form social ties with people who are like thema much studied concept called homophily. However, few studies have explicitly examined sexual identity as a point of homophily. Scholars from multiple disciplines have long argued that sexuality influences the organization of our social worlds, yet most studies of friendship and social networks under-examine or overlook the influence of sexual identity. This study addresses that gap by looking at status homophily among lesbian social ties to examine the influence of sexual identity, as well as gender, race, class, and family, on their personal networks. Using survey data from 544 U.S. lesbian respondents, the findings make visible some of the factors and forces that shape social ties for lesbians. The results point to the importance of sexuality as an organizing element of social life, and suggest that studies that examine social networks or friendships more often make sexual identity, gender, and intersecting social locations a central focus.",4,0091-8369,WOS:000324670000006
J,"Hirai, Yuri; Watanabe, Toshiya; Inuzuka, Atsushi",Empirical analysis of the effect of Japanese university spinoffs' social networks on their performance,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,2013,"Entrepreneurial firms have ""liability of smallness"" and ""liability of newness"". A university spinoff, a type of entrepreneurial firm, also lacks internal capital such as financial capital and human capital. Therefore, it is crucial for university spinoffs to utilize external capital, especially social capital, which can provide them important resources.In this study, by using data from Japanese university spinoffs, we empirically examine the effect of university spinoffs' external advice networks On their performance. We focus on nonredundancy in their networks and on the influence of the strength of ties to nonredundant contacts in both business and private aspects. Our results show that nonredundancy in university spinoffs' networks affects their performance positively, and the impact is enhanced by the tie closeness of business relationships and the tie weakness of private relationships. Thus, this study provides not only an insight about university spinoffs' performance but also an additional perspective on the social network theory by adopting the interaction between structural embeddedness and relational embeddedness. (C) 2012 Elsevier Inc. All rights reserved.",4,0040-1625,WOS:000321089400008
J,"Rhee, Mooweon; Yang, Daegyu; Yoo, Taeyoung",National culture and friendship homophily in the multinational workplace,ASIAN BUSINESS & MANAGEMENT,2013,"This article argues that cultural differences can be understood in terms of demographic homophily patterns. We test this argument by comparing friendship homophily in nationality and gender between two cultural groups (Korean and American employees) from within a multi-national corporation. Korean employees showed stronger nationality homophily owing to their collectivistic values. Confucian culture strengthened the gender homophily of the East Asian employees, especially female employees. Finally, compared to the Korean employees, the affective closeness of the US employees' friendship ties was significantly affected by friendship tie multiplexity, showing this group's instrumental disposition.",4,1472-4782,WOS:000320581800002
J,"del Val, E.; Rebollo, M.; Botti, V.",Promoting cooperation in service-oriented MAS through social plasticity and incentives,JOURNAL OF SYSTEMS AND SOFTWARE,2013,"In distributed environments where entities only have a partial view of the system, cooperation plays a key issue. In the case of decentralized service discovery in open service-oriented multi-agent systems, agents only know about the services they provide and their direct neighbors. Therefore, they need the cooperation of their neighbors in order to locate the required services. However, cooperation is not always present in open and distributed systems. Non-cooperative agents pursuing their own goals could refuse to forward queries from other agents to avoid the cost of this action; therefore, the efficiency of the decentralized service discovery could be seriously damaged. In this paper, we propose the combination of local structural changes and incentives in order to promote cooperation in the service discovery process. The results show that, even in scenarios where the predominant behavior is not collaborative the cooperation emerges. (c) 2012 Elsevier Inc. All rights reserved.",4,0164-1212,WOS:000313600700019
